TABLE NO.  1
 DV          PRED        RES         WRES
  2.9413E+00  9.9121E+00 -6.9708E+00  1.9979E-02
  1.3402E+00  6.9532E+00 -5.6130E+00 -3.7734E-02
  8.4564E-01  4.8792E+00 -4.0335E+00  2.7634E-01
  5.5773E-01  3.4238E+00 -2.8660E+00  5.7575E-01
  7.5057E+01  9.9698E+01 -2.4641E+01 -2.2507E+00
  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00
  1.7248E+01  2.8234E+01 -1.0986E+01 -2.1074E-01
  1.6412E+01  1.5161E+01  1.2509E+00 -7.1650E-01
  1.4894E+01  6.6674E+00  8.2266E+00  4.0225E+00
  7.5295E+00  3.0853E+00  4.4442E+00  6.0734E+00
  3.9117E+00  2.2367E+00  1.6750E+00  3.5606E+00
  8.0047E-01  1.8930E+00 -1.0925E+00 -2.7517E+00
  4.7511E+00  9.0707E+00 -4.3196E+00 -6.0253E-01
  6.9419E+01  7.6177E+01 -6.7577E+00 -3.2290E-01
  5.0611E+00  9.4799E+00 -4.4188E+00 -3.5012E-01
  7.1065E+01  7.5214E+01 -4.1491E+00  5.5916E-02
  4.6392E+00  9.4984E+00 -4.8592E+00 -5.6237E-01
  4.9867E+00  9.4992E+00 -4.5125E+00 -3.7676E-01
  7.9518E+01  7.5170E+01  4.3481E+00  1.6060E+00
  2.2534E+01  3.7555E+01 -1.5021E+01 -3.9766E-01
  1.9398E+01  2.4225E+01 -4.8268E+00 -8.7647E-01
  1.5889E+01  1.5483E+01  4.0600E-01  6.0174E-01
  1.0619E+01  1.1581E+01 -9.6246E-01  1.0007E+00
  6.3642E+00  1.0425E+01 -4.0609E+00 -1.5499E-01
  5.0910E+00  9.4992E+00 -4.4082E+00 -3.2132E-01
  4.1116E+00  9.4992E+00 -5.3876E+00 -8.4177E-01
  2.2310E+00  6.0965E+00 -3.8655E+00 -4.4426E-01
  1.7401E+00  3.9165E+00 -2.1764E+00  6.1291E-01
  1.5290E+00  2.5161E+00 -9.8707E-01  1.8707E+00
  5.5108E+01  9.9698E+01 -4.4590E+01 -2.7978E+00
  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00
  1.8643E+01  2.6524E+01 -7.8809E+00 -1.0353E+00
  1.3235E+01  1.4598E+01 -1.3629E+00 -1.0362E+00
  5.0557E+00  6.4741E+00 -1.4184E+00 -1.7871E+00
  2.8484E+00  2.8883E+00 -3.9878E-02  6.2740E-02
  1.7483E+00  1.9968E+00 -2.4854E-01  8.0314E-02
  2.0422E+00  1.6433E+00  3.9893E-01  2.1698E+00
  8.5137E+00  7.9545E+00  5.5915E-01  2.2929E-01
  5.0433E+01  7.9034E+01 -2.8601E+01  2.1521E-01
  8.1309E+00  8.3318E+00 -2.0093E-01 -4.5538E-01
  4.1979E+01  7.8030E+01 -3.6051E+01 -1.0224E+00
  8.2843E+00  8.3498E+00 -6.5453E-02 -3.9191E-01
  8.0647E+00  8.3506E+00 -2.8588E-01 -5.2605E-01
  5.1966E+01  7.7981E+01 -2.6015E+01  8.3228E-01
  3.0996E+01  3.4718E+01 -3.7221E+00 -2.3926E-01
  2.8141E+01  2.2568E+01  5.5727E+00  8.8415E-01
  1.5770E+01  1.4229E+01  1.5406E+00  2.4880E-02
  1.3670E+01  1.0367E+01  3.3032E+00  1.2888E+00
  1.0130E+01  9.2089E+00  9.2113E-01  2.2372E-01
  1.0517E+01  8.3506E+00  2.1664E+00  9.5188E-01
  9.4705E+00  8.3506E+00  1.1199E+00  3.2115E-01
  7.9384E+00  5.3955E+00  2.5429E+00  1.2138E+00
  4.9576E+00  3.4914E+00  1.4662E+00  2.3852E-01
  3.8656E+00  2.2592E+00  1.6064E+00  7.7785E-01
